,name,PC1,PC2,PC3,PC4,PC5,corDist,description,MaxDist,MeanDist,MaxDist/MeanDist,Gene_Symbol,Pfam,GOBiologicalProcess,SqrtOmega,logNumGOterms,Omega
15966,NM_001099857_1,-3.41663218,-1.378699315,-0.38059239,0.389436032,-0.788121916,0.537295635,"4750. Homo sapiens inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma (IKBKG), transcript variant 1, mRNA",0.0270016,0.016523068,1.634175946,IKBKG,PF16516; PF11577,GO:0002223 [Name: stimulatory C-type lectin receptor signaling pathway]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0050852 [Name: T cell receptor signaling pathway]; GO:0045087 [Name: innate immune response]; GO:0000187 [Name: activation of MAPK activity]; GO:0006915 [Name: apoptotic process]; GO:0009615 [Name: response to virus]; GO:0070423 [Name: nucleotide-binding oligomerization domain containing signaling pathway]; GO:0006954 [Name: inflammatory response]; GO:0006955 [Name: immune response]; GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0010803 [Name: regulation of tumor necrosis factor-mediated signaling pathway]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0051650 [Name: establishment of vesicle localization]; GO:0006351 [Name: transcription. DNA-templated]; GO:0006974 [Name: cellular response to DNA damage stimulus]; GO:0038095 [Name: Fc-epsilon receptor signaling pathway]; GO:1901215 [Name: negative regulation of neuron death]; GO:0007254 [Name: JNK cascade]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0051403 [Name: stress-activated MAPK cascade],0.30087608,3.135494216,0.090526415
16036,NM_006785_1,-4.754174257,-0.504302419,-1.391984701,1.262722842,0.42078975,0.586158327,"30586. Homo sapiens MALT1 paracaspase (MALT1), transcript variant 1, mRNA",0.0185304,0.011767116,1.574761396,MALT1,PF13895,GO:0001923 [Name: B-1 B cell differentiation]; GO:0016567 [Name: protein ubiquitination]; GO:0038095 [Name: Fc-epsilon receptor signaling pathway]; GO:0050856 [Name: regulation of T cell receptor signaling pathway]; GO:0051259 [Name: protein oligomerization]; GO:0007250 [Name: activation of NF-kappaB-inducing kinase activity]; GO:0006508 [Name: proteolysis]; GO:0042981 [Name: regulation of apoptotic process]; GO:0050852 [Name: T cell receptor signaling pathway]; GO:0009620 [Name: response to fungus]; GO:0002726 [Name: positive regulation of T cell cytokine production]; GO:0031398 [Name: positive regulation of protein ubiquitination]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0002237 [Name: response to molecule of bacterial origin]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0050870 [Name: positive regulation of T cell activation]; GO:0051168 [Name: nuclear export]; GO:0002223 [Name: stimulatory C-type lectin receptor signaling pathway]; GO:0032743 [Name: positive regulation of interleukin-2 production]; GO:0045087 [Name: innate immune response]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0006952 [Name: defense response]; GO:0042098 [Name: T cell proliferation],0.299285536,3.17805383,0.089571832
16100,NM_000101_1,-4.300036021,6.4395933,0.237908865,-3.373299273,-0.95368751,0.597821506,"87. Homo sapiens cytochrome b-245 alpha chain (CYBA), mRNA",0.0641876,0.040838428,1.571745108,CYBA,PF05038,GO:0006954 [Name: inflammatory response]; GO:0030307 [Name: positive regulation of cell growth]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0034137 [Name: positive regulation of toll-like receptor 2 signaling pathway]; GO:0045454 [Name: cell redox homeostasis]; GO:0071333 [Name: cellular response to glucose stimulus]; GO:0002479 [Name: antigen processing and presentation of exogenous peptide antigen via MHC class I. TAP-dependent]; GO:0042554 [Name: superoxide anion generation]; GO:0003106 [Name: negative regulation of glomerular filtration by angiotensin]; GO:0014895 [Name: smooth muscle hypertrophy]; GO:0017004 [Name: cytochrome complex assembly]; GO:0070257 [Name: positive regulation of mucus secretion]; GO:0071407 [Name: cellular response to organic cyclic compound]; GO:0006801 [Name: superoxide metabolic process]; GO:0031667 [Name: response to nutrient levels]; GO:0032930 [Name: positive regulation of superoxide anion generation]; GO:0045087 [Name: innate immune response]; GO:0048010 [Name: vascular endothelial growth factor receptor signaling pathway]; GO:0050766 [Name: positive regulation of phagocytosis]; GO:1903428 [Name: positive regulation of reactive oxygen species biosynthetic process]; GO:0071230 [Name: cellular response to amino acid stimulus]; GO:0045730 [Name: respiratory burst]; GO:0071480 [Name: cellular response to gamma radiation]; GO:0000302 [Name: response to reactive oxygen species]; GO:0071356 [Name: cellular response to tumor necrosis factor]; GO:0001938 [Name: positive regulation of endothelial cell proliferation]; GO:0055114 [Name: oxidation-reduction process]; GO:0048661 [Name: positive regulation of smooth muscle cell proliferation]; GO:0050665 [Name: hydrogen peroxide biosynthetic process]; GO:0051279 [Name: regulation of release of sequestered calcium ion into cytosol]; GO:0070555 [Name: response to interleukin-1]; GO:0071260 [Name: cellular response to mechanical stimulus]; GO:1900426 [Name: positive regulation of defense response to bacterium]; GO:0042493 [Name: response to drug],0.297392959,3.583518938,0.088442572
16161,NM_002005_1,-5.341845601,0.993231382,-1.226353872,0.475930716,0.249073096,0.605673274,"26171. Homo sapiens FES proto-oncogene, tyrosine kinase (FES), transcript variant 1, mRNA",0.0271378,0.01850485,1.466523617,FES,PF00017; PF07714,GO:0038083 [Name: peptidyl-tyrosine autophosphorylation]; GO:0051297 [Name: centrosome organization]; GO:0060627 [Name: regulation of vesicle-mediated transport]; GO:0008283 [Name: cell proliferation]; GO:0045087 [Name: innate immune response]; GO:0046777 [Name: protein autophosphorylation]; GO:0030155 [Name: regulation of cell adhesion]; GO:0043304 [Name: regulation of mast cell degranulation]; GO:0018108 [Name: peptidyl-tyrosine phosphorylation]; GO:2000145 [Name: regulation of cell motility]; GO:0008360 [Name: regulation of cell shape]; GO:0010976 [Name: positive regulation of neuron projection development]; GO:0031116 [Name: positive regulation of microtubule polymerization]; GO:0042127 [Name: regulation of cell proliferation]; GO:2000251 [Name: positive regulation of actin cytoskeleton reorganization]; GO:0001578 [Name: microtubule bundle formation]; GO:0006935 [Name: chemotaxis]; GO:0007275 [Name: multicellular organism development]; GO:0045595 [Name: regulation of cell differentiation]; GO:0045639 [Name: positive regulation of myeloid cell differentiation]; GO:0006468 [Name: protein phosphorylation]; GO:0007173 [Name: epidermal growth factor receptor signaling pathway],0.295956043,3.135494216,0.08758998
16183,NM_030930_1,-4.755206742,0.455014271,-0.481464299,0.019370099,-0.156816765,0.586298877,"37301. Homo sapiens unc-93 homolog B1 (C. elegans) (UNC93B1), mRNA",0.0339986,0.021469202,1.583598666,UNC93B1,PF05978,GO:0006886 [Name: intracellular protein transport]; GO:0034138 [Name: toll-like receptor 3 signaling pathway]; GO:0002250 [Name: adaptive immune response]; GO:0051607 [Name: defense response to virus]; GO:0034154 [Name: toll-like receptor 7 signaling pathway]; GO:0034162 [Name: toll-like receptor 9 signaling pathway]; GO:0045087 [Name: innate immune response]; GO:0002224 [Name: toll-like receptor signaling pathway],0.295255281,2.197224577,0.087175681
16223,NM_005246_1,-4.331567139,-1.009984114,-0.958184131,1.25830012,0.164933314,0.571578171,"29175. Homo sapiens FER tyrosine kinase (FER), transcript variant 1, mRNA",0.0189485,0.011700156,1.619508313,FER,PF07714; PF00017; PF00611,GO:0006468 [Name: protein phosphorylation]; GO:0033007 [Name: negative regulation of mast cell activation involved in immune response]; GO:0035556 [Name: intracellular signal transduction]; GO:0050904 [Name: diapedesis]; GO:0000278 [Name: mitotic cell cycle]; GO:0019221 [Name: cytokine-mediated signaling pathway]; GO:0032496 [Name: response to lipopolysaccharide]; GO:0036006 [Name: cellular response to macrophage colony-stimulating factor stimulus]; GO:0043304 [Name: regulation of mast cell degranulation]; GO:0046777 [Name: protein autophosphorylation]; GO:0034614 [Name: cellular response to reactive oxygen species]; GO:0038095 [Name: Fc-epsilon receptor signaling pathway]; GO:0044331 [Name: cell-cell adhesion mediated by cadherin]; GO:0001932 [Name: regulation of protein phosphorylation]; GO:0006935 [Name: chemotaxis]; GO:0010762 [Name: regulation of fibroblast migration]; GO:0031532 [Name: actin cytoskeleton reorganization]; GO:0036119 [Name: response to platelet-derived growth factor]; GO:0038028 [Name: insulin receptor signaling pathway via phosphatidylinositol 3-kinase]; GO:0048008 [Name: platelet-derived growth factor receptor signaling pathway]; GO:0030335 [Name: positive regulation of cell migration]; GO:0034446 [Name: substrate adhesion-dependent cell spreading]; GO:0008284 [Name: positive regulation of cell proliferation]; GO:0018108 [Name: peptidyl-tyrosine phosphorylation]; GO:0035426 [Name: extracellular matrix-cell signaling]; GO:0007155 [Name: cell adhesion]; GO:0030838 [Name: positive regulation of actin filament polymerization]; GO:0042058 [Name: regulation of epidermal growth factor receptor signaling pathway]; GO:0042503 [Name: tyrosine phosphorylation of Stat3 protein]; GO:0045087 [Name: innate immune response]; GO:0038083 [Name: peptidyl-tyrosine autophosphorylation]; GO:0000226 [Name: microtubule cytoskeleton organization]; GO:0008283 [Name: cell proliferation]; GO:0030154 [Name: cell differentiation]; GO:0070102 [Name: interleukin-6-mediated signaling pathway]; GO:0032869 [Name: cellular response to insulin stimulus]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0010591 [Name: regulation of lamellipodium assembly]; GO:0038109 [Name: Kit signaling pathway],0.294080084,3.688879454,0.086483096
16306,NM_025073_1,-1.650378029,0.461646002,0.784127338,-0.880176058,-0.245493419,0.457754911,"36996. Homo sapiens suppressor of IKBKE 1 (SIKE1), transcript variant 2, mRNA",0.0313872,0.016985976,1.847830211,SIKE1,PF05769,GO:0045087 [Name: innate immune response],0.291932311,0.693147181,0.085224474
16432,NM_012216_1,-3.149758628,-1.67211376,-0.597128077,1.081695594,0.100946393,0.52623583,"31225. Homo sapiens midline 2 (MID2), transcript variant 1, mRNA",0.0128791,0.008291114,1.553361849,MID2,PF00643; PF00622; PF13445,GO:0035372 [Name: protein localization to microtubule]; GO:0016567 [Name: protein ubiquitination]; GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:0010508 [Name: positive regulation of autophagy]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:1902187 [Name: negative regulation of viral release from host cell]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0045087 [Name: innate immune response],0.287379144,2.397895273,0.082586773
16466,NM_001556_1,-4.956528885,-1.245491602,-1.581047541,1.114057275,-0.30276127,0.602863716,"25763. Homo sapiens inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta (IKBKB), transcript variant 1, mRNA",0.0287307,0.015962712,1.799863343,IKBKB,PF00069; PF12179,GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0010803 [Name: regulation of tumor necrosis factor-mediated signaling pathway]; GO:0032496 [Name: response to lipopolysaccharide]; GO:0038095 [Name: Fc-epsilon receptor signaling pathway]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0045893 [Name: positive regulation of transcription. DNA-templated]; GO:0051403 [Name: stress-activated MAPK cascade]; GO:0071356 [Name: cellular response to tumor necrosis factor]; GO:0090002 [Name: establishment of protein localization to plasma membrane]; GO:0009636 [Name: response to toxic substance]; GO:0042501 [Name: serine phosphorylation of STAT protein]; GO:1901216 [Name: positive regulation of neuron death]; GO:0035509 [Name: negative regulation of myosin-light-chain-phosphatase activity]; GO:0050852 [Name: T cell receptor signaling pathway]; GO:0070542 [Name: response to fatty acid]; GO:1903140 [Name: regulation of establishment of endothelial barrier]; GO:0002223 [Name: stimulatory C-type lectin receptor signaling pathway]; GO:0003009 [Name: skeletal muscle contraction]; GO:0009615 [Name: response to virus]; GO:0033209 [Name: tumor necrosis factor-mediated signaling pathway]; GO:0042325 [Name: regulation of phosphorylation]; GO:0045087 [Name: innate immune response]; GO:1903347 [Name: negative regulation of bicellular tight junction assembly]; GO:0006468 [Name: protein phosphorylation]; GO:0031175 [Name: neuron projection development]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0042493 [Name: response to drug]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0006954 [Name: inflammatory response]; GO:0008284 [Name: positive regulation of cell proliferation]; GO:0030866 [Name: cortical actin cytoskeleton organization]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0070498 [Name: interleukin-1-mediated signaling pathway]; GO:0007252 [Name: I-kappaB phosphorylation]; GO:0010976 [Name: positive regulation of neuron projection development]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0070423 [Name: nucleotide-binding oligomerization domain containing signaling pathway],0.286258797,3.63758616,0.081944099
16468,NM_003177_1,-5.254109723,1.082360882,-1.1481812,0.118996966,0.151660673,0.603251985,"27272. Homo sapiens spleen associated tyrosine kinase (SYK), transcript variant 1, mRNA",0.0354288,0.021661318,1.635579112,SYK,PF00017; PF07714,GO:0006954 [Name: inflammatory response]; GO:0008283 [Name: cell proliferation]; GO:0045401 [Name: positive regulation of interleukin-3 biosynthetic process]; GO:0050731 [Name: positive regulation of peptidyl-tyrosine phosphorylation]; GO:0050853 [Name: B cell receptor signaling pathway]; GO:0071226 [Name: cellular response to molecule of fungal origin]; GO:0002281 [Name: macrophage activation involved in immune response]; GO:0007169 [Name: transmembrane receptor protein tyrosine kinase signaling pathway]; GO:0018105 [Name: peptidyl-serine phosphorylation]; GO:0019370 [Name: leukotriene biosynthetic process]; GO:0038096 [Name: Fc-gamma receptor signaling pathway involved in phagocytosis]; GO:0043366 [Name: beta selection]; GO:0045579 [Name: positive regulation of B cell differentiation]; GO:0046638 [Name: positive regulation of alpha-beta T cell differentiation]; GO:0048514 [Name: blood vessel morphogenesis]; GO:0050715 [Name: positive regulation of cytokine secretion]; GO:0002366 [Name: leukocyte activation involved in immune response]; GO:0007229 [Name: integrin-mediated signaling pathway]; GO:0007257 [Name: activation of JUN kinase activity]; GO:0009887 [Name: organ morphogenesis]; GO:0042991 [Name: transcription factor import into nucleus]; GO:0050850 [Name: positive regulation of calcium-mediated signaling]; GO:0030168 [Name: platelet activation]; GO:0032481 [Name: positive regulation of type I interferon production]; GO:0038095 [Name: Fc-epsilon receptor signaling pathway]; GO:0001525 [Name: angiogenesis]; GO:0002250 [Name: adaptive immune response]; GO:0002283 [Name: neutrophil activation involved in immune response]; GO:0002554 [Name: serotonin secretion by platelet]; GO:0006468 [Name: protein phosphorylation]; GO:0043313 [Name: regulation of neutrophil degranulation]; GO:0045425 [Name: positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process]; GO:0045588 [Name: positive regulation of gamma-delta T cell differentiation]; GO:0045780 [Name: positive regulation of bone resorption]; GO:0046641 [Name: positive regulation of alpha-beta T cell proliferation]; GO:0051090 [Name: regulation of sequence-specific DNA binding transcription factor activity]; GO:0090237 [Name: regulation of arachidonic acid secretion]; GO:0002223 [Name: stimulatory C-type lectin receptor signaling pathway]; GO:0007159 [Name: leukocyte cell-cell adhesion]; GO:0010803 [Name: regulation of tumor necrosis factor-mediated signaling pathway]; GO:0031623 [Name: receptor internalization]; GO:0043306 [Name: positive regulation of mast cell degranulation]; GO:0050764 [Name: regulation of phagocytosis]; GO:0070372 [Name: regulation of ERK1 and ERK2 cascade]; GO:0071404 [Name: cellular response to low-density lipoprotein particle stimulus]; GO:0090330 [Name: regulation of platelet aggregation]; GO:0010543 [Name: regulation of platelet activation]; GO:0030593 [Name: neutrophil chemotaxis]; GO:0038083 [Name: peptidyl-tyrosine autophosphorylation]; GO:0042742 [Name: defense response to bacterium]; GO:0045087 [Name: innate immune response]; GO:0001945 [Name: lymph vessel development]; GO:0002092 [Name: positive regulation of receptor internalization]; GO:0016032 [Name: viral process]; GO:0032928 [Name: regulation of superoxide anion generation]; GO:0033630 [Name: positive regulation of cell adhesion mediated by integrin],0.286083642,3.951243719,0.08184385
16554,NM_004972_1,-5.564312942,-1.690581544,-2.760750149,2.358153385,-0.19841388,0.635948568,"28923. Homo sapiens Janus kinase 2 (JAK2), transcript variant 1, mRNA",0.0164292,0.010602132,1.549612918,JAK2,PF07714; PF00017,GO:0007259 [Name: JAK-STAT cascade]; GO:0007260 [Name: tyrosine phosphorylation of STAT protein]; GO:0007498 [Name: mesoderm development]; GO:0016477 [Name: cell migration]; GO:0019221 [Name: cytokine-mediated signaling pathway]; GO:0043524 [Name: negative regulation of neuron apoptotic process]; GO:0046677 [Name: response to antibiotic]; GO:0050727 [Name: regulation of inflammatory response]; GO:0070671 [Name: response to interleukin-12]; GO:0007204 [Name: positive regulation of cytosolic calcium ion concentration]; GO:0008631 [Name: intrinsic apoptotic signaling pathway in response to oxidative stress]; GO:0030335 [Name: positive regulation of cell migration]; GO:0031103 [Name: axon regeneration]; GO:0032024 [Name: positive regulation of insulin secretion]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0033160 [Name: positive regulation of protein import into nucleus. translocation]; GO:0038083 [Name: peptidyl-tyrosine autophosphorylation]; GO:0033209 [Name: tumor necrosis factor-mediated signaling pathway]; GO:0097296 [Name: activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway]; GO:0000186 [Name: activation of MAPKK activity]; GO:0006928 [Name: movement of cell or subcellular component]; GO:0007165 [Name: signal transduction]; GO:0007186 [Name: G-protein coupled receptor signaling pathway]; GO:0022408 [Name: negative regulation of cell-cell adhesion]; GO:0032731 [Name: positive regulation of interleukin-1 beta production]; GO:0034612 [Name: response to tumor necrosis factor]; GO:0035722 [Name: interleukin-12-mediated signaling pathway]; GO:0042523 [Name: positive regulation of tyrosine phosphorylation of Stat5 protein]; GO:0042977 [Name: activation of JAK2 kinase activity]; GO:0043547 [Name: positive regulation of GTPase activity]; GO:0045087 [Name: innate immune response]; GO:0045822 [Name: negative regulation of heart contraction]; GO:0046777 [Name: protein autophosphorylation]; GO:0010811 [Name: positive regulation of cell-substrate adhesion]; GO:0000165 [Name: MAPK cascade]; GO:0007596 [Name: blood coagulation]; GO:0018108 [Name: peptidyl-tyrosine phosphorylation]; GO:0030218 [Name: erythrocyte differentiation]; GO:0032516 [Name: positive regulation of phosphoprotein phosphatase activity]; GO:0042503 [Name: tyrosine phosphorylation of Stat3 protein]; GO:0042981 [Name: regulation of apoptotic process]; GO:0043388 [Name: positive regulation of DNA binding]; GO:0060399 [Name: positive regulation of growth hormone receptor signaling pathway]; GO:0002250 [Name: adaptive immune response]; GO:0008284 [Name: positive regulation of cell proliferation]; GO:0010667 [Name: negative regulation of cardiac muscle cell apoptotic process]; GO:0030154 [Name: cell differentiation]; GO:0032496 [Name: response to lipopolysaccharide]; GO:0033194 [Name: response to hydroperoxide]; GO:0042127 [Name: regulation of cell proliferation]; GO:0042506 [Name: tyrosine phosphorylation of Stat5 protein]; GO:0042508 [Name: tyrosine phosphorylation of Stat1 protein]; GO:0042517 [Name: positive regulation of tyrosine phosphorylation of Stat3 protein]; GO:0060396 [Name: growth hormone receptor signaling pathway]; GO:0006919 [Name: activation of cysteine-type endopeptidase activity involved in apoptotic process]; GO:0007167 [Name: enzyme linked receptor protein signaling pathway]; GO:0014068 [Name: positive regulation of phosphatidylinositol 3-kinase signaling]; GO:0030041 [Name: actin filament polymerization]; GO:0031959 [Name: mineralocorticoid receptor signaling pathway]; GO:0035409 [Name: histone H3-Y41 phosphorylation]; GO:0050867 [Name: positive regulation of cell activation]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:0060397 [Name: JAK-STAT cascade involved in growth hormone signaling pathway]; GO:0061180 [Name: mammary gland epithelium development]; GO:0006468 [Name: protein phosphorylation]; GO:0006915 [Name: apoptotic process]; GO:0007262 [Name: STAT protein import into nucleus]; GO:0008285 [Name: negative regulation of cell proliferation]; GO:0035556 [Name: intracellular signal transduction]; GO:0043392 [Name: negative regulation of DNA binding]; GO:0048008 [Name: platelet-derived growth factor receptor signaling pathway]; GO:0050731 [Name: positive regulation of peptidyl-tyrosine phosphorylation]; GO:0060334 [Name: regulation of interferon-gamma-mediated signaling pathway]; GO:0097191 [Name: extrinsic apoptotic signaling pathway]; GO:0045597 [Name: positive regulation of cell differentiation]; GO:0050729 [Name: positive regulation of inflammatory response]; GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0045429 [Name: positive regulation of nitric oxide biosynthetic process]; GO:0051770 [Name: positive regulation of nitric-oxide synthase biosynthetic process],0.28325166,3.951243719,0.080231503
16656,NM_018119_1,-5.27259181,0.870921517,-1.089717397,0.237539378,-0.13229741,0.603571853,"34282. Homo sapiens RNA polymerase III subunit E (POLR3E), transcript variant 1, mRNA",0.0308947,0.019371111,1.594885298,POLR3E,PF04801,GO:0051607 [Name: defense response to virus]; GO:0045087 [Name: innate immune response]; GO:0032481 [Name: positive regulation of type I interferon production]; GO:0006383 [Name: transcription from RNA polymerase III promoter],0.280305953,1.609437912,0.078571427
16713,NM_032217_1,-5.722547326,-1.621186418,-2.967688154,2.369064664,0.042283195,0.643821582,"37723. Homo sapiens ankyrin repeat domain 17 (ANKRD17), transcript variant 1, mRNA",0.00903406,0.005944106,1.5198349,ANKRD17,PF12796; PF00013,GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0051151 [Name: negative regulation of smooth muscle cell differentiation]; GO:1900087 [Name: positive regulation of G1/S transition of mitotic cell cycle]; GO:0016032 [Name: viral process]; GO:0045087 [Name: innate immune response]; GO:0001955 [Name: blood vessel maturation]; GO:0042742 [Name: defense response to bacterium]; GO:1900245 [Name: positive regulation of MDA-5 signaling pathway]; GO:0006275 [Name: regulation of DNA replication]; GO:0045787 [Name: positive regulation of cell cycle]; GO:1900246 [Name: positive regulation of RIG-I signaling pathway],0.278162428,2.48490665,0.077374336
16736,NM_001199021_1,-4.404611611,0.693399984,0.297721617,-0.664229194,-0.992008991,0.576173943,"10858. Homo sapiens spondin 2 (SPON2), transcript variant 3, mRNA",0.0373809,0.023212961,1.610346075,SPON2,PF06468; PF00090,GO:0007411 [Name: axon guidance]; GO:0043152 [Name: induction of bacterial agglutination]; GO:0071222 [Name: cellular response to lipopolysaccharide]; GO:0002448 [Name: mast cell mediated immunity]; GO:0007155 [Name: cell adhesion]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0051607 [Name: defense response to virus]; GO:0060907 [Name: positive regulation of macrophage cytokine production]; GO:0045087 [Name: innate immune response]; GO:0008228 [Name: opsonization]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0050832 [Name: defense response to fungus],0.277346762,2.564949357,0.076921227
16742,NM_005342_1,-1.179135304,-1.83883413,0.417659652,0.183363462,-0.445678967,0.453179812,"29266. Homo sapiens high mobility group box 3 (HMGB3), transcript variant 2, mRNA",0.03117,0.015303465,2.036793689,HMGB3,PF09011; PF00505,GO:0045087 [Name: innate immune response]; GO:0006310 [Name: DNA recombination]; GO:0006355 [Name: regulation of transcription. DNA-templated]; GO:0006351 [Name: transcription. DNA-templated]; GO:0007275 [Name: multicellular organism development]; GO:0032392 [Name: DNA geometric change]; GO:0045596 [Name: negative regulation of cell differentiation],0.277268247,2.079441542,0.076877681
16872,NM_033480_1,-3.486464264,-0.703997712,-0.333878391,0.50853098,-0.179951444,0.532918219,"38564. Homo sapiens F-box protein 9 (FBXO9), transcript variant 2, mRNA",0.019421,0.012845104,1.511937887,FBXO9,PF12937,GO:0045087 [Name: innate immune response]; GO:0032006 [Name: regulation of TOR signaling]; GO:0016567 [Name: protein ubiquitination]; GO:0045444 [Name: fat cell differentiation]; GO:0031146 [Name: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process],0.273385218,1.791759469,0.074739477
16873,NM_024575_1,-1.849239125,0.149840082,0.75116622,-0.736360617,-0.581141797,0.466814781,"36648. Homo sapiens TNF alpha induced protein 8 like 2 (TNFAIP8L2), mRNA",0.0279716,0.015354831,1.821680721,TNFAIP8L2,PF05527,GO:0050868 [Name: negative regulation of T cell activation]; GO:0045087 [Name: innate immune response]; GO:0050728 [Name: negative regulation of inflammatory response],0.273373078,1.386294361,0.07473284
